SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
116615-V	ПЕРЕОХЛАЖДАТЬ, ПЕРЕОХЛАДИТЬ	['106638-V', '111104-V']	['УМЕНЬШИТЬ, УМЕНЬШАТЬ', 'ОХЛАЖДАТЬ, УМЕНЬШИТЬ ТЕМПЕРАТУРУ, СТУДИТЬ, ОХЛАДИТЬ, ОСТУЖАТЬ, ОСТУДИТЬ, ХОЛОДИТЬ, СНИЗИТЬ ТЕМПЕРАТУРУ, НАХОЛОДИТЬ']
116615-V	ПЕРЕОХЛАЖДАТЬ, ПЕРЕОХЛАДИТЬ	['122242-V', '127475-V']	['ПЕРЕСТУПИТЬ, ПЕРЕСТУПАТЬ, ПРЕСТУПАТЬ, ПРЕСТУПИТЬ, ДОПУСКАТЬ НАРУШЕНИЕ, ДОПУСТИТЬ НАРУШЕНИЕ, НАРУШАТЬ, НАРУШИТЬ, НЕ СОБЛЮДАТЬ, НЕ СОБЛЮСТИ', 'ПЕРЕСОЛИТЬ, ВПАДАТЬ В КРАЙНОСТИ, ВПАСТЬ В КРАЙНОСТИ, ДОПУСКАТЬ ПЕРЕГИБ, ЗАЙТИ СЛИШКОМ ДАЛЕКО, ПЕРЕБАРЩИВАТЬ, ПЕРЕБОРЩИТЬ, ПЕРЕЙТИ ВСЕ ГРАНИЦЫ, ХВАТИТЬ ЧЕРЕЗ КРАЙ, ХВАТИТЬ, ПЕРЕХОДИТЬ ВСЕ ГРАНИЦЫ, ПЕРЕХЛЕСТЫВАТЬ, ПЕРЕХЛЕСТНУТЬ, ПЕРЕЙТИ ГРАНИЦУ, ПЕРЕЙТИ МЕРУ, ПЕРЕХВАТЫВАТЬ, ПЕРЕХВАТИТЬ ЧЕРЕЗ КРАЙ, ПЕРЕХВАТИТЬ, ПЕРЕСТУПИТЬ ЧЕРТУ, ПЕРЕСТУПАТЬ ЧЕРТУ, ПЕРЕСАЛИВАТЬ, ПЕРЕГИБАТЬ, ПЕРЕГИБАТЬ ПАЛКУ, ПЕРЕГНУТЬ, ПЕРЕГНУТЬ ПАЛКУ']
124494-V	ВЫСТУДИТЬ ПОМЕЩЕНИЕ, ВЫСТУЖИВАТЬ, ВЫСТУДИТЬ, ВЫХОЛОДИТЬ, ВЫХОЛАЖИВАТЬ	['106638-V', '111104-V']	['УМЕНЬШИТЬ, УМЕНЬШАТЬ', 'ОХЛАЖДАТЬ, УМЕНЬШИТЬ ТЕМПЕРАТУРУ, СТУДИТЬ, ОХЛАДИТЬ, ОСТУЖАТЬ, ОСТУДИТЬ, ХОЛОДИТЬ, СНИЗИТЬ ТЕМПЕРАТУРУ, НАХОЛОДИТЬ']
134096-V	ПРИКАРМЛИВАТЬ, ПРИКОРМИТЬ	['127260-V', '114819-V', '120136-V']	['ПРИРУЧИТЬ, ПРИРУЧАТЬ', 'ПРИУЧАТЬ, ПРИУЧИТЬ', 'ОДОМАШНИТЬ, ОДОМАШНИВАТЬ']
134096-V	ПРИКАРМЛИВАТЬ, ПРИКОРМИТЬ	['118595-V', '115855-V', '126156-V']	['ЗАВЛЕКАТЬ, ЗАМАНИВАТЬ, ЗАМАНИТЬ, ПОМАНИТЬ, ТЯНУТЬ, ТЯНУТЬ КАК МАГНИТОМ, ЗАВЛЕЧЬ', 'ПОМАНИТЬ, МАНИТЬ, ПОДМАНИВАТЬ, ПОДМАНИТЬ', 'ПРИМАНИТЬ, СМАНИТЬ, ПРИМАНИВАТЬ, СМАНИВАТЬ, ПРИМАНИТЬ ЖИВОТНОЕ']
134096-V	ПРИКАРМЛИВАТЬ, ПРИКОРМИТЬ	['106811-V', '118860-V', '111862-V']	['ДАВАТЬСЯ, ДАТЬ, ДАВАТЬ, ОТДАВАТЬ, ОТДАВАТЬСЯ, ОТДАТЬ, ОТДАТЬСЯ, ПРЕДОСТАВИТЬ, ПРЕДОСТАВЛЯТЬ', 'ПИТАТЬ, ПОДПИТЫВАТЬ, ПИТАТЬ НЕОБХОДИМЫМ, ПОДПИТАТЬ', 'ПОКОРМИТЬ, ДАВАТЬ ЕДУ, НАКОРМИТЬ, КОРМИТЬ, ДАТЬ ЕДУ, ПРОКОРМИТЬ']
140450-V	МАРИНОВАТЬСЯ, ЗАМАРИНОВАТЬ, МАРИНОВАТЬ, ПРОМАРИНОВАТЬ	['106533-V', '115978-V', '106531-V']	['ПРИОСТАНАВЛИВАТЬ, ОСТАНОВИТЬ НА ВРЕМЯ, ЗАДЕРЖАТЬ, ВРЕМЕННО ОСТАНОВИТЬ, ПРИОСТАНОВИТЬ, ЗАДЕРЖИВАТЬ', 'ОТДАЛИТЬ, ОТДАЛЯТЬ, ОТКЛАДЫВАТЬ, ОТКЛАДЫВАТЬ НА ВРЕМЯ, ОТОДВИНУТЬ ВРЕМЯ, УВЕЛИЧИТЬ СРОК, ОТСРОЧИТЬ, ОТНЕСТИ, ОТТЯГИВАТЬ, ОТТЯГИВАТЬ ВРЕМЯ, ОТТЯГИВАТЬ СРОК, ОТТЯНУТЬ, ОТОДВИНУТЬСЯ, ОТНОСИТЬ, ОТТЯНУТЬ ВРЕМЯ, ОТОДВИГАТЬ, ОТОДВИГАТЬСЯ, ОТОДВИНУТЬ СРОК, ПРОДЛИТЬ СРОК, УВЕЛИЧИВАТЬ СРОК, ОТЛОЖИТЬСЯ, ОТСРОЧИВАТЬ, ОТКЛАДЫВАТЬ НА НЕКОТОРОЕ ВРЕМЯ, ОТКЛАДЫВАТЬСЯ, ОТЛАГАТЬ, ОТЛОЖИТЬ, ОТЛОЖИТЬ НА ВРЕМЯ, ОТТЯНУТЬ СРОК, ПРОДЛЕВАТЬ СРОК, ПРОДЛЕВАТЬСЯ, ОТОДВИНУТЬ, ОТЛОЖИТЬ НА НЕКОТОРОЕ ВРЕМЯ', 'ПОЛОЖИТЬ ПРЕДЕЛ, ПОЛОЖИТЬ КОНЕЦ, ПРЕКРАТИТЬ, ПРЕКРАЩАТЬ']
146512-V	УПАКОВАТЬ ФАЙЛ, УПАКОВЫВАТЬ ФАЙЛ, СЖИМАТЬ ФАЙЛ, СЖАТЬ ФАЙЛ, ЗААРХИВИРОВАТЬ ФАЙЛ, ЗААРХИВИРОВАТЬ, АРХИВИРОВАТЬ ФАЙЛ, АРХИВИРОВАТЬ	['115759-V', '106819-V']	['СЖИМАТЬ, СЖАТЬ', 'СОКРАТИТЬ КОЛИЧЕСТВО, УЖИМАТЬ, СОКРАТИТЬ, ПОДСОКРАТИТЬ, УРЕЗАТЬ, ПОДСОКРАЩАТЬ, СОКРАЩАТЬ, УРЕЗАТЬ КОЛИЧЕСТВО, УРЕЗАТЬ ЧИСЛО, УСЕЧЬ, УСЕКАТЬ, УРЕЗЫВАТЬ, СОКРАТИТЬ ЧИСЛО, СРЕЗАТЬ, УЖАТЬ']
134157-V	ПРОВЕТРИВАТЬ, ПРОВЕТРИТЬ, ПРОВЕТРИТЬ МОЗГ, ПРОВЕТРИТЬСЯ, ПРОВЕТРИТЬ ГОЛОВУ	['121475-V', '128603-V', '128605-V']	['ОТВЛЕЧЬСЯ, ОТВЛЕКАТЬСЯ', 'РАЗВЛЕЧЬСЯ, РАЗВЕИВАТЬСЯ, РАССЕИВАТЬСЯ, РАЗВЛЕКАТЬСЯ, РАЗВЕЯТЬСЯ, РАССЕЯТЬСЯ', 'ПРИОБОДРЯТЬСЯ, ВСТРЯХНУТЬСЯ, ВЗБОДРИТЬСЯ, ВЗБАДРИВАТЬСЯ, ОБОДРИТЬСЯ, ОБОДРЯТЬСЯ, ПРИЙТИ В БОДРОЕ НАСТРОЕНИЕ, ПРИОБОДРИТЬСЯ, ВЛИВАЕТСЯ БОДРОСТЬ, ВСТРЯХИВАТЬСЯ']
134157-V	ПРОВЕТРИВАТЬ, ПРОВЕТРИТЬ, ПРОВЕТРИТЬ МОЗГ, ПРОВЕТРИТЬСЯ, ПРОВЕТРИТЬ ГОЛОВУ	['116934-V', '111954-V']	['ОСВЕЖИТЬСЯ, ОСВЕЖИТЬ СИЛЫ, ОСВЕЖИТЬ, ОСВЕЖАТЬСЯ, ВОССТАНАВЛИВАТЬ СВОИ СИЛЫ, ВОССТАНАВЛИВАТЬ СИЛЫ, ВОССТАНОВИТЬ СИЛЫ, ОСВЕЖАТЬ', 'ВОЗВРАТИТЬ ПРЕЖНЕЕ, ВОЗВРАТИТЬ, ВЕРНУТЬ ПРЕЖНЕЕ СОСТОЯНИЕ, ВЕРНУТЬ ПРЕЖНЕЕ, ВЕРНУТЬ, ВОЗВРАЩАТЬ, ВОЗВРАЩАТЬ ПРЕЖНЕЕ СОСТОЯНИЕ, ВОССТАНАВЛИВАТЬ, ВОССТАНАВЛИВАТЬ ПРЕЖНЕЕ СОСТОЯНИЕ, ВОССТАНОВИТЬ, ПРИВОДИТЬ В ПРЕЖНЕЕ СОСТОЯНИЕ, ПРИВЕСТИ В ПРЕЖНЕЕ СОСТОЯНИЕ, ВОССТАНОВИТЬ ПРЕЖНЕЕ СОСТОЯНИЕ']
1672-V	БОМБИТЬ, ПОДВЕРГАТЬ БОМБАРДИРОВКЕ, ОТБОМБИТЬСЯ, БОМБАРДИРОВАТЬ	['118698-V', '4547-V', '1664-V']	['СОВЕРШИТЬ ДЕЙСТВИЕ, ДЕЛАТЬ, ДЕЙСТВОВАТЬ, СДЕЛАТЬ, СОВЕРШАТЬ ДЕЙСТВИЕ, ДЕЛАТЬСЯ', 'ЗАВЯЗАЛСЯ БОЙ, ИДЕТ БОЙ', 'ВЕСТИ ВОЙНУ, ВОЕВАТЬ']
1672-V	БОМБИТЬ, ПОДВЕРГАТЬ БОМБАРДИРОВКЕ, ОТБОМБИТЬСЯ, БОМБАРДИРОВАТЬ	['111022-V', '113769-V']	['КИНУТЬ, НАБРАСЫВАТЬ, НАБРОСАТЬ, ПЕРЕКИДАТЬ, ПЕРЕБРОСАТЬ, ПОБРОСАТЬ, ПОКИДАТЬ, ПУЛЬНУТЬ, ПУЛЯТЬ, ШВЫРНУТЬ, ШВЫРЯТЬ, БРОСАТЬ, БРОСИТЬ, КИДАТЬ', 'НИЗРИНУТЬ, СКИНУТЬ ВНИЗ, СКИНУТЬ, СКИДЫВАТЬ ВНИЗ, СКИДЫВАТЬ, СБРОСИТЬ ВНИЗ, СБРОСИТЬ, СБРАСЫВАТЬСЯ, СБРАСЫВАТЬ, НИСПРОВЕРГНУТЬ, НИСПРОВЕРГАТЬ, НИЗВЕРГНУТЬ, НИЗВЕРГАТЬ, БРОСИТЬ ВНИЗ']
134127-V	ПРИКРЫВАТЬ, ПРИКРЫТЬ, ПРИКРЫВАТЬСЯ	['106597-V', '106595-V']	['НЕСТИ ОХРАНУ, ОХРАНЯТЬ', 'ОБЕРЕГАТЬСЯ, БЕРЕЧЬ, ПОБЕРЕЧЬ, ОБЕРЕГАТЬ, ЗАЩИЩАТЬ, ЗАЩИТИТЬ, ХРАНИТЬ, ОБЕРЕЧЬ, ВЗЯТЬ ПОД ЗАЩИТУ, БРАТЬ ПОД ЗАЩИТУ, БЛЮСТИ']
134127-V	ПРИКРЫВАТЬ, ПРИКРЫТЬ, ПРИКРЫВАТЬСЯ	['118698-V', '4547-V', '1664-V']	['СОВЕРШИТЬ ДЕЙСТВИЕ, ДЕЛАТЬ, ДЕЙСТВОВАТЬ, СДЕЛАТЬ, СОВЕРШАТЬ ДЕЙСТВИЕ, ДЕЛАТЬСЯ', 'ЗАВЯЗАЛСЯ БОЙ, ИДЕТ БОЙ', 'ВЕСТИ ВОЙНУ, ВОЕВАТЬ']
146689-V	ПАРТИЗАНСКИЕ МЕТОДЫ ВЕДЕНИЯ ВОЙНЫ	['120576-V', '106882-V', '114426-V']	['ПРОДЕРЖАТЬСЯ, КРЕПИТЬСЯ, ДЕРЖАТЬСЯ, НЕ СДАВАТЬСЯ', 'ОКАЗЫВАТЬ ПРОТИВОДЕЙСТВИЕ, ПРОТИВОДЕЙСТВОВАТЬ, ВСТАВЛЯТЬ ПАЛКИ В КОЛЕСА, ПРОТИВОБОРСТВОВАТЬ', 'УПИРАТЬСЯ, УПЕРЕТЬСЯ, СОПРОТИВЛЯТЬСЯ, ОКАЗЫВАТЬ СОПРОТИВЛЕНИЕ, ОКАЗАТЬ СОПРОТИВЛЕНИЕ, ПОСОПРОТИВЛЯТЬСЯ']
146689-V	ПАРТИЗАНСКИЕ МЕТОДЫ ВЕДЕНИЯ ВОЙНЫ	['118698-V', '4547-V', '1664-V']	['СОВЕРШИТЬ ДЕЙСТВИЕ, ДЕЛАТЬ, ДЕЙСТВОВАТЬ, СДЕЛАТЬ, СОВЕРШАТЬ ДЕЙСТВИЕ, ДЕЛАТЬСЯ', 'ЗАВЯЗАЛСЯ БОЙ, ИДЕТ БОЙ', 'ВЕСТИ ВОЙНУ, ВОЕВАТЬ']
146689-V	ПАРТИЗАНСКИЕ МЕТОДЫ ВЕДЕНИЯ ВОЙНЫ	['106501-V']	['ПОДЕЛАТЬ']
3448-V	УВОЛЬНЯТЬСЯ В ОТСТАВКУ, УВОЛИТЬСЯ В ОТСТАВКУ, ВЫХОДИТЬ В ОТСТАВКУ, ВЫЙТИ В ОТСТАВКУ	['868-V', '7142-V', '7225-V', '7244-V', '7233-V']	['УХОДИТЬ, РАССЧИТАТЬСЯ, ПОТЕРЯТЬ РАБОТУ, УХОДИТЬ С РАБОТЫ, УВОЛИТЬ С РАБОТЫ, УВОЛИТЬСЯ, ВЫГОНЯТЬ С РАБОТЫ, ВЫСВОБОДИТЬ РАБОТНИКА, УВОЛЬНЯТЬ, УВОЛЬНЯТЬ СОТРУДНИКА, ВЫГНАТЬ С РАБОТЫ, ВЫСВОБОЖДАТЬ РАБОТНИКА, ОСВОБОДИТЬ, ОСВОБОЖДАТЬ, ОТСТРАНЯТЬ ОТ РАБОТЫ, УВОЛЬНЯТЬСЯ, ПОПРОСИТЬ С РАБОТЫ, УВОЛИТЬ СОТРУДНИКА, УЙТИ, УВОЛИТЬ РАБОТНИКА, УЙТИ С РАБОТЫ, УВОЛИТЬ, УВОЛЬНЯТЬ С РАБОТЫ, РАССЧИТЫВАТЬСЯ', 'УВОЛИТЬСЯ ИЗ АРМИИ, УВОЛЬНЯТЬ С ВОЕННОЙ СЛУЖБЫ, УВОЛИТЬ С ВОЕННОЙ СЛУЖБЫ', 'ПЕРЕЙТИ НА ДРУГУЮ ДОЛЖНОСТЬ, ПЕРЕЙТИ НА ДОЛЖНОСТЬ, ПЕРЕХОДИТЬ НА ДРУГУЮ ДОЛЖНОСТЬ', 'СМЕЩАТЬ, ОСВОБОДИТЬ ОТ ДОЛЖНОСТИ, ОСВОБОДИТЬ ОТ ЗАНИМАЕМОЙ ДОЛЖНОСТИ, ОСВОБОДИТЬ ОТ ОБЯЗАННОСТЕЙ, ОСВОБОДИТЬ ОТ ЭТИХ ОБЯЗАННОСТЕЙ, ОСВОБОДИТЬ ОТ ЭТОЙ ДОЛЖНОСТИ, ОСВОБОЖДАТЬ ОТ ДОЛЖНОСТИ, ОСВОБОЖДАТЬ ОТ ЗАНИМАЕМОЙ ДОЛЖНОСТИ, ОСВОБОЖДАТЬ ОТ ОБЯЗАННОСТЕЙ, ОТСТРАНИТЬ ОТ ДОЛЖНОСТИ, СНЯТЬ С ПОСТА, ОТСТРАНЯТЬ ОТ ДОЛЖНОСТИ, ПОСНИМАТЬ С ДОЛЖНОСТЕЙ, СНЯТЬ С ДОЛЖНОСТИ, СНИМАТЬ С ПОСТА, ПОСНИМАТЬ С ПОСТОВ, СНИМАТЬ С ДОЛЖНОСТИ, СМЕЩАТЬ С ПОСТА, СМЕЩАТЬ С ДОЛЖНОСТИ, СМЕСТИТЬ, СМЕСТИТЬ С ПОСТА, СМЕСТИТЬ С ДОЛЖНОСТИ', 'ОТПРАВИТЬ В ОТСТАВКУ, ОТПРАВЛЯТЬ В ОТСТАВКУ, ОТРЕШАТЬ ОТ ДОЛЖНОСТИ, ОТРЕШИТЬ ОТ ДОЛЖНОСТИ, ПОКИДАТЬ ДОЛЖНОСТЬ, ПОКИДАТЬ ПОСТ, ПОКИНУТЬ ДОЛЖНОСТЬ, ПОКИНУТЬ ПОСТ, СКЛАДЫВАТЬ СВОИ ПОЛНОМОЧИЯ, СЛОЖИТЬ СВОИ ПОЛНОМОЧИЯ, УЙТИ В ОТСТАВКУ, УЙТИ С ДОЛЖНОСТИ, УЙТИ СО СВОЕГО ПОСТА, УЙТИ С ПОСТА, УСТУПАТЬ ПОСТ, УСТУПИТЬ ПОСТ, УХОДИТЬ В ОТСТАВКУ, УХОДИТЬ С ДОЛЖНОСТИ, УХОДИТЬ СО СВОЕГО ПОСТА, УХОДИТЬ С ПОСТА']
4232-V	КАССИРОВАТЬ	['106494-V']	['СОВЕРШИТЬ, СВЕРШАТЬ, СВЕРШИТЬ, СДЕЛАТЬ, СДЕЛАТЬСЯ, СОВЕРШАТЬ, ОКАЗЫВАТЬ, ДЕЛАТЬСЯ, ДЕЛАТЬ, ВЫПОЛНЯТЬ, ВЫПОЛНИТЬ, ВОПЛОТИТЬ В ЖИЗНЬ, ВЕСТИ, ОКАЗЫВАТЬСЯ, ИСПОЛНЯТЬ, ИСПОЛНИТЬ, ОКАЗАТЬ, ОСУЩЕСТВИТЬ, ОСУЩЕСТВЛЯТЬ, ПРЕТВОРИТЬ, ПРЕТВОРИТЬ В ЖИЗНЬ, ПРЕТВОРЯТЬ, ПРЕТВОРЯТЬ В ЖИЗНЬ, ПРИВЕСТИ В ИСПОЛНЕНИЕ, ПРИВОДИТЬ В ИСПОЛНЕНИЕ, ПРОДЕЛАТЬ, РЕАЛИЗОВАТЬ, РЕАЛИЗОВЫВАТЬ']
4232-V	КАССИРОВАТЬ	['120004-V', '145128-V']	['ПЕРЕСМОТРЕТЬ РЕШЕНИЕ, ПЕРЕСМОТРЕТЬ ВОПРОС, ПЕРЕСМОТРЕТЬ, ПЕРЕСМАТРИВАТЬ РЕШЕНИЕ, ПЕРЕСМАТРИВАТЬ ВОПРОС, ПЕРЕСМАТРИВАТЬ', 'ПЕРЕСМАТРИВАТЬ РЕШЕНИЕ СУДА, ПЕРЕСМОТРЕТЬ РЕШЕНИЕ СУДА, ПЕРЕСМОТРЕТЬ ДЕЛО, ПЕРЕСМАТРИВАТЬ ДЕЛО']
128789-V	РАССЕЛЯТЬ, РАССЕЛИТЬ	['106938-V', '106585-V', '115447-V', '106700-V', '106698-V']	['ПЕРЕМЕЩАТЬ, ПЕРЕМЕСТИТЬ', 'РАСПОЛОЖИТЬ, РАСПРЕДЕЛИТЬСЯ, РАСПРЕДЕЛИТЬ, РАСПРЕДЕЛЯТЬ, РАСПРЕДЕЛЯТЬСЯ, РАЗМЕЩАТЬ, РАЗМЕСТИТЬ, РАСПОЛАГАТЬ', 'ПЕРЕСЕЛЯТЬ, ПЕРЕСЕЛИТЬ', 'ПОСЕЛИТЬ, ПОСЕЛЯТЬ, ВСЕЛЯТЬ, СЕЛИТЬ, ЗАСЕЛИТЬ, ПОМЕСТИТЬ, ВСЕЛИТЬ, ЗАСЕЛЯТЬ', 'ВОДВОРЯТЬ, НАЙТИ МЕСТО, ВОДВОРИТЬ, ПОМЕСТИТЬ, ПОМЕЩАТЬ']
117280-V	ОБРАЗУМЛИВАТЬ, ОТРЕЗВИТЬ, УРЕЗОНИТЬ, УРЕЗОНИВАТЬ, ОТРЕЗВЛЯТЬ, ОБРАЗУМИТЬ	['124452-V', '145757-V', '107123-V']	['НАСТАВИТЬ НА ПУТЬ, ЧИТАТЬ НОТАЦИИ, ЧИТАТЬ НАСТАВЛЕНИЯ, УЧИТЬ УМУ-РАЗУМУ, УЧИТЬ ЖИЗНИ, УЧИТЬ, ПОУЧИТЬ УМУ-РАЗУМУ, ПОУЧИТЬ, ПОУЧАТЬ, НАУЧИТЬ ЖИЗНИ, НАСТАВЛЯТЬ НА ПУТЬ ИСТИНЫ, НАСТАВЛЯТЬ НА ПУТЬ ИСТИННЫЙ, НАСТАВЛЯТЬ НА ПУТЬ, НАСТАВЛЯТЬ, НАСТАВИТЬ НА УМ, НАСТАВИТЬ НА ПУТЬ ИСТИННЫЙ, НАСТАВИТЬ, ДАВАТЬ НАСТАВЛЕНИЯ, ВРАЗУМЛЯТЬ, ВРАЗУМИТЬ, ВПРАВЛЯТЬ МОЗГИ, ВПРАВИТЬ МОЗГИ', 'НАПРАВИТЬ, БРАТЬ КУРС, НАПРАВЛЯТЬ ДЕЯТЕЛЬНОСТЬ, ПРИДАВАТЬ НАПРАВЛЕНИЕ, НАПРАВЛЯТЬ, НАПРАВЛЯТЬСЯ, ДВИНУТЬ, НАПРАВИТЬ ДЕЯТЕЛЬНОСТЬ, ВЗЯТЬ КУРС, ПРИДАТЬ НАПРАВЛЕНИЕ', 'СОВЕТОВАТЬ, ПОДАВАТЬ СОВЕТ, ДАВАТЬ СОВЕТ, РЕКОМЕНДОВАТЬ, ПРИСОВЕТОВАТЬ, ПОСОВЕТОВАТЬ, ДАТЬ СОВЕТ, ПОРЕКОМЕНДОВАТЬ, НАСОВЕТОВАТЬ, ПОДАТЬ СОВЕТ']
117280-V	ОБРАЗУМЛИВАТЬ, ОТРЕЗВИТЬ, УРЕЗОНИТЬ, УРЕЗОНИВАТЬ, ОТРЕЗВЛЯТЬ, ОБРАЗУМИТЬ	['116244-V', '106535-V']	['УБОЛТАТЬ, УБЕЖДАТЬ, УГОВАРИВАТЬ, УГОВОРИТЬ, УБЕДИТЬ', 'ОБРАБОТАТЬ, ОБРАБАТЫВАТЬ, АГИТИРОВАТЬ, ПОБУДИТЬ, ПОБУЖДАТЬ, САГИТИРОВАТЬ, СКЛОНИТЬ, СКЛОНЯТЬ']
116944-V	ПОПРАВЛЯТЬСЯ, ПОПРАВИТЬСЯ	['111361-V', '111360-V', '111362-V']	['ПОПРАВЛЯТЬ, ПРОКОРРЕКТИРОВАТЬ, СКОРРЕКТИРОВАТЬ, УСТРАНИТЬ НЕДОСТАТКИ, УСТРАНЯТЬ НЕДОСТАТКИ, КОРРЕКТИРОВАТЬ, КОРРЕКТИРОВАТЬСЯ, ИСПРАВЛЯТЬ, ИСПРАВИТЬ НЕДОСТАТКИ, ИСПРАВИТЬ, ВЫПРАВЛЯТЬ, ВЫПРАВИТЬ, ОТКОРРЕКТИРОВАТЬ, ПЕРЕПРАВИТЬ, ПЕРЕПРАВЛЯТЬ, ПОДКОРРЕКТИРОВАТЬ, ПОДПРАВИТЬ, ПОДПРАВЛЯТЬ, ПОПРАВИТЬ', 'УСТРАНИТЬ, ПОКОНЧИТЬ, СМЕСТИ, СМЕТАТЬ, УСТРАНЯТЬ', 'ВЫПРАВИТЬ, ИСПРАВИТЬ, ИСПРАВЛЯТЬ, ВЫПРАВЛЯТЬ']
149968-V	КОРРЕКТИРОВАТЬ, КОРРЕКТИРОВАТЬ ОГОНЬ, КОРРЕКТИРОВАТЬ СТРЕЛЬБУ, КОРРЕКТИРОВАТЬСЯ, ОТКОРРЕКТИРОВАТЬ	['111361-V', '111360-V', '111362-V']	['ПОПРАВЛЯТЬ, ПРОКОРРЕКТИРОВАТЬ, СКОРРЕКТИРОВАТЬ, УСТРАНИТЬ НЕДОСТАТКИ, УСТРАНЯТЬ НЕДОСТАТКИ, КОРРЕКТИРОВАТЬ, КОРРЕКТИРОВАТЬСЯ, ИСПРАВЛЯТЬ, ИСПРАВИТЬ НЕДОСТАТКИ, ИСПРАВИТЬ, ВЫПРАВЛЯТЬ, ВЫПРАВИТЬ, ОТКОРРЕКТИРОВАТЬ, ПЕРЕПРАВИТЬ, ПЕРЕПРАВЛЯТЬ, ПОДКОРРЕКТИРОВАТЬ, ПОДПРАВИТЬ, ПОДПРАВЛЯТЬ, ПОПРАВИТЬ', 'УСТРАНИТЬ, ПОКОНЧИТЬ, СМЕСТИ, СМЕТАТЬ, УСТРАНЯТЬ', 'ВЫПРАВИТЬ, ИСПРАВИТЬ, ИСПРАВЛЯТЬ, ВЫПРАВЛЯТЬ']
149968-V	КОРРЕКТИРОВАТЬ, КОРРЕКТИРОВАТЬ ОГОНЬ, КОРРЕКТИРОВАТЬ СТРЕЛЬБУ, КОРРЕКТИРОВАТЬСЯ, ОТКОРРЕКТИРОВАТЬ	['114502-V', '145755-V']	['НАВОДИТЬ, МЕТИТЬ, НАВЕСТИ НА ЦЕЛЬ, МЕТИТЬ В ЦЕЛЬ, НАВЕСТИ, НАМЕТИТЬ, НАВОДИТЬ НА ЦЕЛЬ, МЕТИТЬСЯ, МЕТИТЬСЯ В ЦЕЛЬ, НАМЕТИТЬСЯ', 'НАПРАВИТЬ, НАПРАВЛЯТЬ, НАПРАВЛЯТЬСЯ']
116060-V	ТОРЖЕСТВЕННО ВРУЧИТЬ, ТОРЖЕСТВЕННО ВРУЧАТЬ, ПРЕПОДНОСИТЬ, ПРЕПОДНЕСТИ	['106935-V', '144578-V', '7830-V', '119510-V']	['ПЕРЕДАВАТЬ, ДАВАТЬСЯ, ДАВАТЬ, ВЫДАТЬ НА РУКИ, ПЕРЕДАТЬ, ВРУЧАТЬ, ВРУЧИТЬ, ДАТЬ В РУКИ, ОТДАВАТЬ, ДАТЬ, ОТДАТЬ, НА РУКИ ВЫДАТЬ', 'БЕЗВОЗМЕЗДНО ПЕРЕДАВАТЬ, ПЕРЕДАВАТЬ БЕЗВОЗМЕЗДНО, ПЕРЕДАТЬ БЕЗВОЗМЕЗДНО, БЕЗВОЗМЕЗДНО ПЕРЕДАТЬ', 'ПЕРЕДАВАТЬ В ДАР, ОДЕЛЯТЬ, ПОДАРИТЬ, СДЕЛАТЬ ПОДАРОК, ПРИНОСИТЬ В ДАР, ДАРИТЬ, ДАРИТЬ ПОДАРОК, ДЕЛАТЬ ПОДАРОК, ОДАРИВАТЬ, ОДАРИТЬ, ОДАРЯТЬ, ОДЕЛИТЬ, ПРИНЕСТИ В ДАР, ПРЕПОДНОСИТЬ В ДАР, ПРЕПОДНЕСТИ В ДАР, ПРЕЗЕНТОВАТЬ, ПЕРЕДАТЬ В ДАР', 'ВЫДАТЬ, ВЫДАВАТЬ']
137303-V	ПЕРЕСТРОИТЬ, ПЕРЕСТРОИТЬСЯ НА НОВЫЙ ЛАД, ПЕРЕСТРОИТЬ СИСТЕМУ, ПЕРЕСТРАИВАТЬ, ПЕРЕСТРАИВАТЬ СИСТЕМУ	['106631-V', '106785-V']	['ВНОСИТЬ ИЗМЕНЕНИЯ, ПЕРЕМЕНИТЬ, МЕНЯТЬ, ИЗМЕНЯТЬ, ИЗМЕНИТЬ, ВНЕСТИ ИЗМЕНЕНИЯ', 'ПРЕОБРАЗОВЫВАТЬ, ПЕРЕДЕЛАТЬ, ПРЕОБРАЗОВАТЬ']
142398-V	ПЕРЕКРАИВАТЬ, ПЕРЕКРОИТЬ	['106631-V', '106785-V']	['ВНОСИТЬ ИЗМЕНЕНИЯ, ПЕРЕМЕНИТЬ, МЕНЯТЬ, ИЗМЕНЯТЬ, ИЗМЕНИТЬ, ВНЕСТИ ИЗМЕНЕНИЯ', 'ПРЕОБРАЗОВЫВАТЬ, ПЕРЕДЕЛАТЬ, ПРЕОБРАЗОВАТЬ']
