SYNSET_ID	TEXT	PARENTS	DEFINITION
4939-V	ОЗЕЛЕНЯТЬ,ОЗЕЛЕНИТЬ	112813-V,106698-V	производить где-либо посадку растений (обычно - деревьев, кустарников)
4939-V	ОЗЕЛЕНЯТЬ,ОЗЕЛЕНИТЬ	4661-V,116118-V	производить где-либо посадку растений (обычно - деревьев, кустарников)
117934-V	ПРОПИХАТЬ,ПРОТОЛКНУТЬ,ПРОТАЛКИВАТЬ,ПРОПИХНУТЬ,ПРОПИХИВАТЬ	117936-V,111596-V	продвинуть, просунуть толчком (толчками)
134071-V	ПРЕЛОМЛЯТЬСЯ,ПРЕЛОМИТЬ,ПРЕЛОМИТЬСЯ,ПРЕЛОМЛЯТЬ	119796-V,118072-V	
134071-V	ПРЕЛОМЛЯТЬСЯ,ПРЕЛОМИТЬ,ПРЕЛОМИТЬСЯ,ПРЕЛОМЛЯТЬ	106889-V,106614-V,106631-V,145755-V	
111438-V	НАБАЛЬЗАМИРОВАТЬ,БАЛЬЗАМИРОВАТЬ,ЗАБАЛЬЗАМИРОВАТЬ	111436-V,111435-V,117826-V	
111438-V	НАБАЛЬЗАМИРОВАТЬ,БАЛЬЗАМИРОВАТЬ,ЗАБАЛЬЗАМИРОВАТЬ	110437-V,106626-V	
111552-V	НАМАРИНОВАТЬ,НАМАРИНОВЫВАТЬ,ПРОМАРИНОВАТЬСЯ,ПРОМАРИНОВАТЬ,ЗАМАРИНОВАТЬ,МАРИНОВАТЬ,МАРИНОВАТЬСЯ	111436-V,111435-V,117826-V	
111552-V	НАМАРИНОВАТЬ,НАМАРИНОВЫВАТЬ,ПРОМАРИНОВАТЬСЯ,ПРОМАРИНОВАТЬ,ЗАМАРИНОВАТЬ,МАРИНОВАТЬ,МАРИНОВАТЬСЯ	5731-V,111554-V,109109-V	
111552-V	НАМАРИНОВАТЬ,НАМАРИНОВЫВАТЬ,ПРОМАРИНОВАТЬСЯ,ПРОМАРИНОВАТЬ,ЗАМАРИНОВАТЬ,МАРИНОВАТЬ,МАРИНОВАТЬСЯ	109109-V,106534-V	
116200-V	ПРОСАЛИВАТЬ,ЖИРОВАТЬ,ПРОСАЛИТЬ	111436-V,111435-V,117826-V	
116711-V	КРАХМАЛИТЬ,НАКРАХМАЛИТЬ,ПРОКРАХМАЛИВАТЬ,ПРОКРАХМАЛИВАТЬСЯ,ПРОКРАХМАЛИТЬ,ПРОКРАХМАЛИТЬСЯ	111436-V,111435-V,117826-V	
116711-V	КРАХМАЛИТЬ,НАКРАХМАЛИТЬ,ПРОКРАХМАЛИВАТЬ,ПРОКРАХМАЛИВАТЬСЯ,ПРОКРАХМАЛИТЬ,ПРОКРАХМАЛИТЬСЯ	106534-V,106631-V,117035-V	
116715-V	ЗАКУРИВАТЬ,ПРОКУРИТЬСЯ,ОБКУРИТЬ,ПРОКУРИВАТЬСЯ,ПРОКУРИТЬ,ПРОКУРИВАТЬ,ОБКУРИВАТЬ,ЗАКУРИТЬ	111436-V,111435-V,117826-V	куря, наполнять, пропитывать табачным дымом; прокуривать
123572-V	ОСЕСТЬ,ОСЕДАТЬ	116242-V,123774-V,106676-V	поселяться на каком-либо месте надолго, оставаться, обосновываться где-либо на постоянное жительство
123572-V	ОСЕСТЬ,ОСЕДАТЬ	106617-V,106618-V	поселяться на каком-либо месте надолго, оставаться, обосновываться где-либо на постоянное жительство
141500-V	ОКОПАТЬСЯ,ОКАПЫВАТЬСЯ	116242-V,123774-V,106676-V	
115092-V	СДВИГАТЬ,СДВИНУТЬ	111595-V,111594-V	придвигать друг к другу, сближать друг с другом
115690-V	ПРИТЯГИВАТЬ,ПРИТЯГИВАТЬСЯ,ПРИТЯНУТЬ,ПРИТЯНУТЬСЯ	111595-V,111594-V	таща, приблизить, придвинуть куда-либо, подтащить
139711-V	РАСЧИСТИТЬ,РАСЧИЩАТЬ	152463-V,106643-V	
139711-V	РАСЧИСТИТЬ,РАСЧИЩАТЬ	112131-V,110908-V,107011-V	
121219-V	ПРОТЯНУТЬ,ПРОТЯГИВАТЬ	121218-V,111594-V,115675-V	
133734-V	ПОДАТЬ,ПОДАВАТЬ	121218-V,111594-V,115675-V	давать, поднеся
133734-V	ПОДАТЬ,ПОДАВАТЬ	106935-V,119510-V	давать, поднеся
121005-V	ОТКИНУТЬ,ОТКИДЫВАТЬ	115840-V,121004-V,132760-V	
117630-V	КЛЕИТЬСЯ,ЛАДИТЬСЯ	106816-V,121457-V,106479-V,112148-V	идти успешно; удаваться, ладиться
128177-V	ПОСЧАСТЛИВИТЬСЯ	106816-V,121457-V,106479-V,112148-V	
128177-V	ПОСЧАСТЛИВИТЬСЯ	130873-V,106478-V	
131599-V	ПОДСУДИТЬ,ПОДСУЖИВАТЬ,ЗАСУДИТЬ,ЗАСУЖИВАТЬ	120251-V,115033-V,118780-V	при судействе несправедливо оказывать предпочтение какой-либо из соревнующихся сторон; судить предвзято
131599-V	ПОДСУДИТЬ,ПОДСУЖИВАТЬ,ЗАСУДИТЬ,ЗАСУЖИВАТЬ	115751-V,106504-V	при судействе несправедливо оказывать предпочтение какой-либо из соревнующихся сторон; судить предвзято
131599-V	ПОДСУДИТЬ,ПОДСУЖИВАТЬ,ЗАСУДИТЬ,ЗАСУЖИВАТЬ	116390-V,141697-V	при судействе несправедливо оказывать предпочтение какой-либо из соревнующихся сторон; судить предвзято
131599-V	ПОДСУДИТЬ,ПОДСУЖИВАТЬ,ЗАСУДИТЬ,ЗАСУЖИВАТЬ	113119-V,106504-V	при судействе несправедливо оказывать предпочтение какой-либо из соревнующихся сторон; судить предвзято
115267-V	ОБСТУПАТЬ,ОБСТУПИТЬ	144939-V,106618-V,115193-V	
115267-V	ОБСТУПАТЬ,ОБСТУПИТЬ	130185-V,106618-V,115625-V	
118404-V	ПОДЦЕПИТЬ,ЗАРАЖАТЬСЯ,ЗАРАЗИТЬСЯ	128213-V,112044-V,118403-V,116296-V	
1971-V	САМОФИНАНСИРОВАТЬ	1263-V,118193-V,106501-V,112144-V	
3978-V	СОФИНАНСИРОВАТЬ,УЧАСТВОВАТЬ	1263-V,118193-V,106501-V,112144-V	
3978-V	СОФИНАНСИРОВАТЬ,УЧАСТВОВАТЬ	144027-V,106501-V	
107095-V	ШИПЕТЬ,ПРОШИПЕТЬ,ЗАШИПЕТЬ	107093-V,114103-V	
107099-V	ПИЩАТЬ,ПИСКНУТЬ,ПРОПИЩАТЬ,ПОПИСКИВАТЬ,ЗАПИЩАТЬ	107093-V,114103-V	
107108-V	СКРЕЖЕТАТЬ,ЗАСКРЕЖЕТАТЬ	107093-V,114103-V	
107110-V	ЗАХРИПЕТЬ,ПРОХРИПЕТЬ,ХРИПЕТЬ,ХРИПНУТЬ,ОХРИПНУТЬ	107093-V,114103-V	
107112-V	ПРОСТОНАТЬ,ЗАСТОНАТЬ,ПОСТАНЫВАТЬ,СТОНАТЬ,СТЕНАТЬ	107093-V,114103-V	издать звуки, похожие на стон
107117-V	ШЕЛЕСТЕТЬ,ЗАШЕЛЕСТЕТЬ,ПРОШЕЛЕСТЕТЬ	107093-V,114103-V	
107362-V	РАЗРЕВЕТЬСЯ,ВЗРЕВЕТЬ,РЕВЕТЬ,ЗАРЕВЕТЬ	107093-V,114103-V	
111919-V	ЩЕЛКАТЬ,ЩЕЛКНУТЬ,ЗАЩЕЛКАТЬ,КЛАЦАТЬ,ПОЩЕЛКАТЬ,ПОЩЕЛКИВАТЬ	107093-V,114103-V	отрывистый удар разгибаемым пальцем (обычно средним или указательным), согнутым при помощи большого пальца
112401-V	ШУРШАТЬ,ШЕБУРШАТЬ	107093-V,114103-V	
112477-V	ПОСКРИПЫВАТЬ,ПРОСКРИПЕТЬ,РАССКРИПЕТЬСЯ,СКРИПЕТЬ,СКРИПНУТЬ,ПОСКРИПЕТЬ,ЗАСКРИПЕТЬ	107093-V,114103-V	издавать скрип, неприятный звук — как будто от трения двух металлических предметов друг о друга
112922-V	ХРУСТНУТЬ,ХРУПАТЬ,ХРУСТЕТЬ,ЗАХРУСТЕТЬ	107093-V,114103-V	
113042-V	ТРЕСКАТЬ,ТРЕЩАТЬ,ТРЕСНУТЬ,ЗАТРЕЩАТЬ	107093-V,114103-V	
113262-V	ТРЕЩАТЬ,СТРЕКОТАТЬ	107093-V,114103-V	
113507-V	ХРАПЕТЬ	107093-V,114103-V	издавать хриплые звуки при дыхании во сне
114612-V	ТРУБИТЬ,ПРОТРУБИТЬ,ЗАТРУБИТЬ	107093-V,114103-V	дуть в духовой инструмент (трубу, горн или рог), извлекая из него громкий звук или играя мелодию.
114612-V	ТРУБИТЬ,ПРОТРУБИТЬ,ЗАТРУБИТЬ	111171-V,110440-V,110442-V	дуть в духовой инструмент (трубу, горн или рог), извлекая из него громкий звук или играя мелодию.
117346-V	ЗАСОПЕТЬ,СОПЕТЬ,ПОСАПЫВАТЬ	107093-V,114103-V	
117977-V	БАХНУТЬ,БАБАХНУТЬ,ГРОХНУТЬ,БАХАТЬ,УХНУТЬ,БАБАХАТЬ,АХНУТЬ,БУХНУТЬ,АХАТЬ,ГРОХАТЬ,УХАТЬ,БУХАТЬ	107093-V,114103-V	c шумом ударять, бить
117977-V	БАХНУТЬ,БАБАХНУТЬ,ГРОХНУТЬ,БАХАТЬ,УХНУТЬ,БАБАХАТЬ,АХНУТЬ,БУХНУТЬ,АХАТЬ,ГРОХАТЬ,УХАТЬ,БУХАТЬ	117948-V,115116-V	c шумом ударять, бить
126329-V	ИКАТЬ,ИКНУТЬ	107093-V,114103-V	
131394-V	ЗАЛИТЬСЯ,ЗАЛИВАТЬСЯ	107093-V,114103-V	звонко и переливчато запеть, закричать, сыграть на чём-либо; зазвучать с переливами
131394-V	ЗАЛИТЬСЯ,ЗАЛИВАТЬСЯ	131396-V,110453-V,107441-V	звонко и переливчато запеть, закричать, сыграть на чём-либо; зазвучать с переливами
132053-V	КРЯХТЕТЬ	107093-V,114103-V	
134698-V	СРЫГНУТЬ,ОТРЫГИВАТЬ,ОТРЫГНУТЬ,РЫГАТЬ,РЫГНУТЬ	107093-V,114103-V	
151369-V	ДРОЖАТЬ,ЗАДРОЖАТЬ	107093-V,114103-V	
112461-V	ЛАЯТЬ,ГАВКАТЬ,ПРОГАВКАТЬ,ГАВКНУТЬ,ЗАЛАЯТЬ,ПРОЛАЯТЬ,БРЕХАТЬ	107093-V,114103-V	лай — короткие, отрывистые звуки, издаваемые собакой
112646-V	ПРОМЫЧАТЬ,МЫЧАТЬ,МЫКНУТЬ	107093-V,114103-V	
112864-V	БЛЕЯТЬ	107093-V,114103-V	издавать звуки, напоминающие блеяние
114510-V	РЖАТЬ,ЗАРЖАТЬ	107093-V,114103-V	
117100-V	ВОРКОВАТЬ	107093-V,114103-V	
130069-V	ВЛИТЬ,ВЛИВАТЬ	125641-V,115486-V	
130069-V	ВЛИТЬ,ВЛИВАТЬ	114726-V,130936-V,110809-V	
125462-V	БРОНИРОВАТЬ,ЗАБРОНИРОВАТЬ	125460-V,120410-V	резервировать что-либо, официально закрепить — закреплять за кем-, чем-либо; наложить — накладывать бронь на кого-, что-либо
125462-V	БРОНИРОВАТЬ,ЗАБРОНИРОВАТЬ	116979-V,110437-V	резервировать что-либо, официально закрепить — закреплять за кем-, чем-либо; наложить — накладывать бронь на кого-, что-либо
116738-V	ЗАПРАШИВАТЬ,ЗАПРОСИТЬ	116737-V,107374-V	обращаться (обычно — официально) с требованием, просьбой сообщить какие-либо сведения, дать объяснения и т. п.
111869-V	ВЫКЛАДЫВАТЬСЯ,ВЫЛОЖИТЬ,ВЫКЛАДЫВАТЬ	107326-V,106698-V	положить наружу, вынув откуда-либо
111869-V	ВЫКЛАДЫВАТЬСЯ,ВЫЛОЖИТЬ,ВЫКЛАДЫВАТЬ	110910-V,110908-V	положить наружу, вынув откуда-либо
123923-V	РАСТЯГИВАТЬ,РАСТЯНУТЬ	111586-V,107326-V	натягивая, распрямляя, раскладывая, располагать на чём-либо
123923-V	РАСТЯГИВАТЬ,РАСТЯНУТЬ	119152-V,118172-V,132826-V	натягивая, распрямляя, раскладывая, располагать на чём-либо
123923-V	РАСТЯГИВАТЬ,РАСТЯНУТЬ	130131-V,106719-V	натягивая, распрямляя, раскладывая, располагать на чём-либо
144682-V	РАСКЛАДЫВАТЬСЯ,РАЗЛОЖИТЬСЯ	111586-V,107326-V	
118127-V	ВОСПЕВАТЬ,ВОСПЕТЬ	117246-V,107125-V	прославлять героев, события, чувства и т. п.
118127-V	ВОСПЕВАТЬ,ВОСПЕТЬ	120028-V,117246-V,125687-V	прославлять героев, события, чувства и т. п.
135341-V	СЫГРАТЬСЯ,СЫГРЫВАТЬСЯ	118368-V,114820-V	
135341-V	СЫГРАТЬСЯ,СЫГРЫВАТЬСЯ	132779-V,106856-V,126589-V	
135341-V	СЫГРАТЬСЯ,СЫГРЫВАТЬСЯ	110442-V,110440-V	
148378-V	РАЗЫГРЫВАТЬСЯ,РАЗЫГРАТЬСЯ	118368-V,114820-V	
148378-V	РАЗЫГРЫВАТЬСЯ,РАЗЫГРАТЬСЯ	111171-V,110440-V,110442-V	
145783-V	ОПРОКИДЫВАТЬ,ОПРОКИНУТЬ	133422-V,115996-V	сбивать врага с его позиций, обращать в бегство
149422-V	ВЫБИТЬ,ВЫБИВАТЬ	133422-V,115996-V	
116770-V	ПРОТЕЖИРОВАТЬ	116771-V,112905-V,106595-V	покровительство, влиятельная поддержка со стороны кого-либо, устройству чьих-либо дел
119218-V	ПЕЧЬСЯ,РАДЕТЬ,ОПЕКАТЬ,ОПЕКАТЬСЯ,ПОРАДЕТЬ	116771-V,112905-V,106595-V	забота, попечение о ком-либо, чём-либо, покровительство кому-либо
119218-V	ПЕЧЬСЯ,РАДЕТЬ,ОПЕКАТЬ,ОПЕКАТЬСЯ,ПОРАДЕТЬ	118621-V,106472-V,106595-V	забота, попечение о ком-либо, чём-либо, покровительство кому-либо
140722-V	БЛАГОВОЛИТЬ	116771-V,112905-V,106595-V	проявлять доброжелательство, расположение по отношению к кому-либо
115791-V	НУМЕРОВАТЬ,ПЕРЕНУМЕРОВЫВАТЬ,ЗАНУМЕРОВАТЬ,ПРОНУМЕРОВАТЬ,ПЕРЕНУМЕРОВАТЬ	111561-V,107002-V	обозначение чего-либо цифрами, номерами
116571-V	ШТАМПОВАТЬ,ПРОШТАМПОВАТЬ	111561-V,107002-V	проставлять штампы, оставлять оттиски штампов на чём-либо
130756-V	ДАТИРОВАТЬ	111561-V,107002-V	ставить, указывать дату
130756-V	ДАТИРОВАТЬ	107003-V,107002-V	ставить, указывать дату
130756-V	ДАТИРОВАТЬ	116198-V,106542-V	ставить, указывать дату
130756-V	ДАТИРОВАТЬ	145907-V,126241-V,111561-V	ставить, указывать дату
132252-V	МАРКИРОВАТЬ	111561-V,107002-V	проставление меток, клейм, марок (на изделии, товаре и т.п.)
150332-V	РАЗГОНЯТЬ,РАЗОГНАТЬ	106527-V,106531-V	ликвидировать, прекратить существование чего-либо
116416-V	ЗАШНУРОВАТЬ,ШНУРОВАТЬ	116419-V,111465-V,116418-V	
116692-V	УТЯНУТЬ,УТЯГИВАТЬ,ПЕРЕТЯНУТЬ,ПЕРЕТЯГИВАТЬ	116419-V,111465-V,116418-V	туго завязать, затянуть, стянуть чем-либо
120405-V	ЗАТЯГИВАТЬСЯ,ПОДЗАТЯНУТЬСЯ,ЗАТЯНУТЬСЯ	116419-V,111465-V,116418-V	затянуть себя чем-либо
125820-V	НАВЯЗАТЬ,ВЯЗАТЬ,ВЯЗАТЬСЯ,НАВЯЗЫВАТЬ,СВЯЗАТЬ	116419-V,111465-V,116418-V	
137926-V	ЗАХЛЕСТНУТЬ,ЗАХЛЕСТЫВАТЬ	116419-V,111465-V,116418-V	
137926-V	ЗАХЛЕСТНУТЬ,ЗАХЛЕСТЫВАТЬ	108831-V,108830-V	
114367-V	ЗАТУХАТЬ,ЗАТУХНУТЬ	113647-V,114833-V,106485-V	
110831-V	СПИЛИВАТЬ,ОТПИЛИТЬ,СПИЛИТЬ,ОТПИЛИВАТЬ	107417-V,107410-V,107409-V,108870-V	
110835-V	УЩИПЫВАТЬ,ОТЩЕПИТЬ,ОТЩИПАТЬ,ОТЩИПНУТЬ,ОТЩИПЫВАТЬ,УЩИПНУТЬ	107417-V,107410-V,107409-V,108870-V	
112240-V	ОТГОРОДИТЬ,ОТГОРАЖИВАТЬ,ОТГОРОДИТЬСЯ,ОТГОРАЖИВАТЬСЯ	107417-V,107410-V,107409-V,108870-V	отделить, поставив перегородку, забор или какую-либо иную преграду
112290-V	ОТСЛОИТЬ,ОТСЛАИВАТЬ	107417-V,107410-V,107409-V,108870-V	
114477-V	ОТВЕСИТЬ,СВЕШИВАТЬ,ОТВЕШИВАТЬ,СВЕСИТЬ	107417-V,107410-V,107409-V,108870-V	
115545-V	ОТСЕЛЯТЬ,ОТСЕЛИТЬ	107417-V,107410-V,107409-V,108870-V	
115545-V	ОТСЕЛЯТЬ,ОТСЕЛИТЬ	115447-V,106938-V,106700-V	
115938-V	ОТПОРОТЬ,СПОРОТЬ,СПАРЫВАТЬ,ОТПАРЫВАТЬ,ПОРОТЬ,РАСПОРОТЬ,РАСПАРЫВАТЬ	107417-V,107410-V,107409-V,108870-V	разъединение по шву чего-либо сшитого
115938-V	ОТПОРОТЬ,СПОРОТЬ,СПАРЫВАТЬ,ОТПАРЫВАТЬ,ПОРОТЬ,РАСПОРОТЬ,РАСПАРЫВАТЬ	107410-V,107409-V	разъединение по шву чего-либо сшитого
115987-V	ОТЦЕПИТЬ,ОТЦЕПЛЯТЬ	107417-V,107410-V,107409-V,108870-V	
118227-V	СРЫВАТЬ,ОБРЫВАТЬ,ПОРВАТЬ,ПОСРЫВАТЬ,СОРВАТЬ,ОБОРВАТЬ	107417-V,107410-V,107409-V,108870-V	
121392-V	ВЫШЕЛУШИВАТЬ,ШЕЛУШИТЬ,ВЫШЕЛУШИТЬ	107417-V,107410-V,107409-V,108870-V	
127383-V	ОТМОТАТЬ,ОТМАТЫВАТЬ	107417-V,107410-V,107409-V,108870-V	
130355-V	ВЫГОРОДИТЬ,ВЫГОРАЖИВАТЬ	107417-V,107410-V,107409-V,108870-V	
130355-V	ВЫГОРОДИТЬ,ВЫГОРАЖИВАТЬ	118193-V,107417-V,106811-V	
130355-V	ВЫГОРОДИТЬ,ВЫГОРАЖИВАТЬ	115858-V,106501-V,115193-V	
131757-V	ИНДИВИДУАЛИЗИРОВАТЬ	107417-V,107410-V,107409-V,108870-V	
131757-V	ИНДИВИДУАЛИЗИРОВАТЬ	111588-V,106710-V	
132766-V	ОТКУСИТЬ,ОТКУСЫВАТЬ	107417-V,107410-V,107409-V,108870-V	
132766-V	ОТКУСИТЬ,ОТКУСЫВАТЬ	111888-V,125754-V	
133508-V	ОТСЧИТАТЬ,ОТСЧИТЫВАТЬ	107417-V,107410-V,107409-V,108870-V	считая, отделять или отбирать
113219-V	ОСВИСТАТЬ,ОСВИСТЫВАТЬ	112963-V,106877-V	
113219-V	ОСВИСТАТЬ,ОСВИСТЫВАТЬ	107097-V,107093-V	
113883-V	ЗАКЛЕЙМИТЬ,КЛЕЙМИТЬ	112963-V,106877-V	
113883-V	ЗАКЛЕЙМИТЬ,КЛЕЙМИТЬ	115212-V,133925-V,115208-V	
112018-V	УТОЛЯТЬ,УТОЛИТЬ	106531-V,106817-V	удовлетворять (сильное желание, потребность)
112018-V	УТОЛЯТЬ,УТОЛИТЬ	106528-V,106494-V	удовлетворять (сильное желание, потребность)
116063-V	ПРЕСЕЧЬ,ПРЕСЕКАТЬ,ПРЕСЕКАТЬСЯ	106531-V,106817-V	остановить, прекратить что-либо путём применения энергичных, действенных мер
118422-V	ЗАГАСИТЬ,ГАСИТЬ,ПОГАСИТЬ,ПРИГАСИТЬ,ПОТУШИТЬ,ТУШИТЬ	106531-V,106817-V	
118422-V	ЗАГАСИТЬ,ГАСИТЬ,ПОГАСИТЬ,ПРИГАСИТЬ,ПОТУШИТЬ,ТУШИТЬ	111493-V,106638-V	
120384-V	ЗАМЯТЬ,ЗАМИНАТЬ	106531-V,106817-V	не дать чему-либо хода; приостановить, пресечь рассмотрение, обсуждение чего-либо
120431-V	ОБРЕЗАТЬ,ОБРУБАТЬ,ПРЕРЫВАТЬ,ПРЕРВАТЬ,ОБРЫВАТЬ,ОБРУБИТЬ,ОБОРВАТЬ	106531-V,106817-V	резко прекращать, прерывать ход, течение чего-либо, переставать заниматься чем-либо
138487-V	ПОМИРИТЬСЯ,ПРИМИРИТЬСЯ,ПРИМИРЯТЬСЯ,МИРИТЬСЯ,ЗАМИРЯТЬСЯ,ЗАМИРИТЬСЯ	106531-V,106817-V	
151497-V	ПОЗАКРЫВАТЬ,ЗАКРЫТЬ,ЗАКРЫВАТЬСЯ,ЗАКРЫВАТЬ	106531-V,106817-V	затворить, задвинуть двери или другие подобные преграды, а также опустить, наложить или надеть крышку либо другой непроницаемый объект на что-либо с целью затруднить доступ и обеспечить сохранность.
151497-V	ПОЗАКРЫВАТЬ,ЗАКРЫТЬ,ЗАКРЫВАТЬСЯ,ЗАКРЫВАТЬ	116009-V,118698-V	затворить, задвинуть двери или другие подобные преграды, а также опустить, наложить или надеть крышку либо другой непроницаемый объект на что-либо с целью затруднить доступ и обеспечить сохранность.
135679-V	ПАЯСНИЧАТЬ	126523-V,126522-V	кривляться, ломаться, вести себя шутом, паяцем
135679-V	ПАЯСНИЧАТЬ	115256-V,107094-V	кривляться, ломаться, вести себя шутом, паяцем
123589-V	ОТОЗВАТЬ,ОТЗЫВАТЬ	121553-V,106817-V,107692-V	
140832-V	ВЫКУПАТЬ,ВЫКУПИТЬ	121553-V,106817-V,107692-V	
140832-V	ВЫКУПАТЬ,ВЫКУПИТЬ	112280-V,106811-V	
128905-V	РЕКОГНОСЦИРОВАТЬ	2602-V,142340-V,106501-V	
128905-V	РЕКОГНОСЦИРОВАТЬ	107579-V,106901-V	
147644-V	ЗАВЕРБОВАТЬ,ВЕРБОВАТЬ	2602-V,142340-V,106501-V	
147644-V	ЗАВЕРБОВАТЬ,ВЕРБОВАТЬ	124129-V,106818-V,6521-V	
124821-V	ПЕРЕКУРИВАТЬ,ПЕРЕКУРИТЬ	129802-V,1489-V	
128796-V	РАССОРИТЬ,ПЕРЕССОРИТЬ,ССОРИТЬ,ПОССОРИТЬ	148983-V,111369-V	
128796-V	РАССОРИТЬ,ПЕРЕССОРИТЬ,ССОРИТЬ,ПОССОРИТЬ	134408-V,136941-V,107409-V	
128796-V	РАССОРИТЬ,ПЕРЕССОРИТЬ,ССОРИТЬ,ПОССОРИТЬ	112855-V,107409-V,108870-V	
129221-V	НАТРАВИТЬ,НАТРАВЛИВАТЬ,НАТРАВЛЯТЬ,НАУСЬКАТЬ,НАУСЬКИВАТЬ,СТРАВИТЬ,СТРАВЛИВАТЬ,СТРАВЛЯТЬ	148983-V,111369-V	
129221-V	НАТРАВИТЬ,НАТРАВЛИВАТЬ,НАТРАВЛЯТЬ,НАУСЬКАТЬ,НАУСЬКИВАТЬ,СТРАВИТЬ,СТРАВЛИВАТЬ,СТРАВЛЯТЬ	117284-V,137404-V,106535-V	
125796-V	ВЫДАВИТЬ,ВЫДАВЛИВАТЬ	113672-V,110910-V,111371-V	давлением выламывать, заставлять выпасть, вывалиться
2659-V	ОТРЕСТАВРИРОВАТЬ,РЕСТАВРИРОВАТЬ	111954-V,106631-V,129710-V	
5364-V	РЕКУЛЬТИВИРОВАТЬ	111954-V,106631-V,129710-V	Комплекс работ по экологическому и экономическому восстановлению земель и водоёмов, плодородие которых в результате человеческой деятельности существенно снизилось.
5364-V	РЕКУЛЬТИВИРОВАТЬ	4168-V,4167-V	Комплекс работ по экологическому и экономическому восстановлению земель и водоёмов, плодородие которых в результате человеческой деятельности существенно снизилось.
5364-V	РЕКУЛЬТИВИРОВАТЬ	133804-V,120546-V	Комплекс работ по экологическому и экономическому восстановлению земель и водоёмов, плодородие которых в результате человеческой деятельности существенно снизилось.
5364-V	РЕКУЛЬТИВИРОВАТЬ	4661-V,116118-V	Комплекс работ по экологическому и экономическому восстановлению земель и водоёмов, плодородие которых в результате человеческой деятельности существенно снизилось.
5364-V	РЕКУЛЬТИВИРОВАТЬ	112242-V,111954-V	Комплекс работ по экологическому и экономическому восстановлению земель и водоёмов, плодородие которых в результате человеческой деятельности существенно снизилось.
112364-V	ВОСКРЕСИТЬ,ВОЗРОДИТЬ,ВОЗРОЖДАТЬ,ВОСКРЕШАТЬ	111954-V,106631-V,129710-V	
116945-V	ПОПРАВЛЯТЬ,ПОПРАВИТЬ	111954-V,106631-V,129710-V	улучшить, починить, восстановить
119688-V	ОСВЕЖАТЬ,ОСВЕЖИТЬ	111954-V,106631-V,129710-V	
121314-V	РЕКОНСТРУИРОВАТЬ	111954-V,106631-V,129710-V	воссоздавать (воссоздать), восстанавливать (восстановить) по сохранившимся остаткам, следам, описаниям и т. п.
121354-V	ВОССОЕДИНИТЬ,ВОССОЕДИНЯТЬ	111954-V,106631-V,129710-V	вновь объединять в целое что-либо, ранее разделённое на части, отделённое, отторгнутое (часто о народе, коллективе и т. п.)
121354-V	ВОССОЕДИНИТЬ,ВОССОЕДИНЯТЬ	106557-V,106493-V	вновь объединять в целое что-либо, ранее разделённое на части, отделённое, отторгнутое (часто о народе, коллективе и т. п.)
127328-V	ОТДЫШАТЬСЯ	111954-V,106631-V,129710-V	
133509-V	ОТТЕРЕТЬ,ОТТИРАТЬ	111954-V,106631-V,129710-V	
133509-V	ОТТЕРЕТЬ,ОТТИРАТЬ	115941-V,115942-V	
134169-V	ПРОЗРЕТЬ,ПРОЗРЕВАТЬ	111954-V,106631-V,129710-V	
116615-V	ПЕРЕОХЛАЖДАТЬ,ПЕРЕОХЛАДИТЬ	111104-V,106638-V	слишком сильное охлаждение
116615-V	ПЕРЕОХЛАЖДАТЬ,ПЕРЕОХЛАДИТЬ	127475-V,122242-V	слишком сильное охлаждение
124494-V	ВЫСТУЖИВАТЬ,ВЫСТУДИТЬ,ВЫХОЛОДИТЬ,ВЫХОЛАЖИВАТЬ	111104-V,106638-V	
134096-V	ПРИКАРМЛИВАТЬ,ПРИКОРМИТЬ	126156-V,118595-V,115855-V	
134096-V	ПРИКАРМЛИВАТЬ,ПРИКОРМИТЬ	111862-V,118860-V,106811-V	
134096-V	ПРИКАРМЛИВАТЬ,ПРИКОРМИТЬ	127260-V,114819-V,120136-V	
140450-V	МАРИНОВАТЬСЯ,ЗАМАРИНОВАТЬ,МАРИНОВАТЬ,ПРОМАРИНОВАТЬ	106533-V,106531-V,115978-V	
146512-V	ЗААРХИВИРОВАТЬ,АРХИВИРОВАТЬ	115759-V,106819-V	
134157-V	ПРОВЕТРИВАТЬ,ПРОВЕТРИТЬ,ПРОВЕТРИТЬСЯ	116934-V,111954-V	
134157-V	ПРОВЕТРИВАТЬ,ПРОВЕТРИТЬ,ПРОВЕТРИТЬСЯ	128603-V,121475-V,128605-V	
1672-V	БОМБИТЬ,ОТБОМБИТЬСЯ,БОМБАРДИРОВАТЬ	1664-V,4547-V,118698-V	авиационный удар; удар авиации по позициям противника
1672-V	БОМБИТЬ,ОТБОМБИТЬСЯ,БОМБАРДИРОВАТЬ	113769-V,111022-V	авиационный удар; удар авиации по позициям противника
134127-V	ПРИКРЫВАТЬ,ПРИКРЫТЬ,ПРИКРЫВАТЬСЯ	1664-V,4547-V,118698-V	
134127-V	ПРИКРЫВАТЬ,ПРИКРЫТЬ,ПРИКРЫВАТЬСЯ	106595-V,106597-V	
4232-V	КАССИРОВАТЬ	106494-V	
4232-V	КАССИРОВАТЬ	145128-V,120004-V	
128789-V	РАССЕЛЯТЬ,РАССЕЛИТЬ	115447-V,106938-V,106700-V	
